,DateTime,Deviation,DirectionNum,DirectionText,Lat,Lon,RouteID,TripEndTime,TripHeadsign,TripID,TripStartTime,VehicleID
0,2015-02-25T20:23:54,0.0,14.0,EAST,38.975651,-76.748039,B25,2015-02-25T16:57:00,BOWIE P+R,6945180.0,2015-02-25T16:05:00,6044.0
1,2015-02-25T20:24:03,0.0,12.0,SOUTH,38.953629,-77.011513,64,2015-02-25T17:16:00,FEDERAL TRIANGLE,6949469.0,2015-02-25T16:33:00,7223.0
2,2015-02-25T20:23:47,1.0,10.0,NORTH,38.88496,-77.021065,52,2015-02-25T17:28:00,14TH+COLORADO,6953725.0,2015-02-25T16:35:00,5304.0
3,2015-02-25T20:24:03,3.0,15.0,WEST,38.894802,-77.00647,96,2015-02-25T17:51:00,TENLEYTOWN STA,6944841.0,2015-02-25T16:42:00,2334.0
4,2015-02-25T20:23:29,5.0,17.0,LOOP,38.888744,-76.939217,U5,2015-02-25T18:00:00,MINNESOTA AVE,6938226.0,2015-02-25T16:53:00,6161.0
5,2015-02-25T20:23:57,0.0,12.0,SOUTH,38.922352,-76.969215,82,2015-02-25T17:20:00,RHODE ISLAND,6962619.0,2015-02-25T17:08:00,2454.0
6,2015-02-25T20:23:35,-2.0,10.0,NORTH,38.899078,-77.027084,64,2015-02-25T17:57:00,FORT TOTTEN,6949396.0,2015-02-25T17:10:00,6515.0
7,2015-02-25T20:24:04,-52.0,17.0,LOOP,38.893818,-76.946022,U8,2015-02-25T18:16:00,MINN STA VIA CAPT+BENN,6949907.0,2015-02-25T17:11:00,6141.0
8,2015-02-25T20:23:48,1.0,10.0,NORTH,38.951126,-77.033493,52,2015-02-25T18:30:00,14TH+COLORADO,6953736.0,2015-02-25T17:40:00,6508.0
9,2015-02-25T20:23:30,11.0,15.0,WEST,38.887768,-76.985382,96,2015-02-25T18:54:00,TENLEYTOWN STA,6944910.0,2015-02-25T17:45:00,2428.0
10,2015-02-25T20:23:30,0.0,14.0,EAST,38.922623,-76.968651,H3,2015-02-25T18:35:00,BROOKLND CUA STA,6948016.0,2015-02-25T17:58:00,2812.0
11,2015-02-25T20:23:51,0.0,10.0,NORTH,38.872589,-76.933388,W4,2015-02-25T19:16:00,DEANWOOD STA,6969584.0,2015-02-25T18:21:00,6121.0
