0,0,North to Silver Spring Station,3,70,6933191,6377,1003418,38.899635,-77.021817,38.894268,-77.021873,2015-02-20 23:06:43,23:06:43,2015,02,20,2015-02-20 23:06:43.107000,1
1,0,North to Silver Spring Station,3,70,6933190,7215,1003418,38.899635,-77.021817,38.8936,-77.023827,2015-02-20 23:06:43,23:06:43,2015,02,20,2015-02-20 23:06:43.107000,2
2,0,North to Silver Spring Station,10,70,6933192,6501,1003418,38.899635,-77.021817,38.900799,-77.021988,2015-02-20 23:06:43,23:06:43,2015,02,20,2015-02-20 23:06:43.107000,3
3,0,North to Silver Spring Station,21,70,6933205,2120,1003418,38.899635,-77.021817,38.923016,-77.0224,2015-02-20 23:06:43,23:06:43,2015,02,20,2015-02-20 23:06:43.107000,4
4,0,North to Silver Spring Station,34,70,6933193,7214,1003418,38.899635,-77.021817,38.956375,-77.028122,2015-02-20 23:06:43,23:06:43,2015,02,20,2015-02-20 23:06:43.107000,5
0,0,North to Silver Spring Station,6,70,6933191,6377,1001396,38.908405,-77.021821,38.894268,-77.021873,2015-02-20 23:06:43,23:06:43,2015,02,20,2015-02-20 23:06:43.758000,6
1,0,North to Silver Spring Station,7,70,6933190,7215,1001396,38.908405,-77.021821,38.8936,-77.023827,2015-02-20 23:06:43,23:06:43,2015,02,20,2015-02-20 23:06:43.758000,7
2,0,North to Silver Spring Station,14,70,6933192,6501,1001396,38.908405,-77.021821,38.900799,-77.021988,2015-02-20 23:06:43,23:06:43,2015,02,20,2015-02-20 23:06:43.758000,8
3,0,North to Silver Spring Station,24,70,6933205,2120,1001396,38.908405,-77.021821,38.923016,-77.0224,2015-02-20 23:06:43,23:06:43,2015,02,20,2015-02-20 23:06:43.758000,9
4,0,North to Silver Spring Station,38,70,6933193,7214,1001396,38.908405,-77.021821,38.956375,-77.028122,2015-02-20 23:06:43,23:06:43,2015,02,20,2015-02-20 23:06:43.758000,10
0,0,North to Silver Spring Station,11,70,6933191,6377,1001703,38.917606,-77.021807,38.894268,-77.021873,2015-02-20 23:06:44,23:06:44,2015,02,20,2015-02-20 23:06:44.710000,11
1,0,North to Silver Spring Station,12,70,6933190,7215,1001703,38.917606,-77.021807,38.8936,-77.023827,2015-02-20 23:06:44,23:06:44,2015,02,20,2015-02-20 23:06:44.710000,12
2,0,North to Silver Spring Station,18,70,6933192,6501,1001703,38.917606,-77.021807,38.900799,-77.021988,2015-02-20 23:06:44,23:06:44,2015,02,20,2015-02-20 23:06:44.710000,13
3,0,North to Silver Spring Station,29,70,6933205,2120,1001703,38.917606,-77.021807,38.923016,-77.0224,2015-02-20 23:06:44,23:06:44,2015,02,20,2015-02-20 23:06:44.710000,14
4,0,North to Silver Spring Station,42,70,6933193,7214,1001703,38.917606,-77.021807,38.956375,-77.028122,2015-02-20 23:06:44,23:06:44,2015,02,20,2015-02-20 23:06:44.710000,15
0,0,North to Silver Spring Station,14,70,6933191,6377,1001939,38.926424,-77.022726,38.894268,-77.021873,2015-02-20 23:06:45,23:06:45,2015,02,20,2015-02-20 23:06:45.772000,16
1,0,North to Silver Spring Station,15,70,6933190,7215,1001939,38.926424,-77.022726,38.8936,-77.023827,2015-02-20 23:06:45,23:06:45,2015,02,20,2015-02-20 23:06:45.772000,17
2,0,North to Silver Spring Station,21,70,6933192,6501,1001939,38.926424,-77.022726,38.900799,-77.021988,2015-02-20 23:06:45,23:06:45,2015,02,20,2015-02-20 23:06:45.772000,18
3,0,North to Silver Spring Station,32,70,6933205,2120,1001939,38.926424,-77.022726,38.923016,-77.0224,2015-02-20 23:06:45,23:06:45,2015,02,20,2015-02-20 23:06:45.772000,19
4,0,North to Silver Spring Station,46,70,6933193,7214,1001939,38.926424,-77.022726,38.956375,-77.028122,2015-02-20 23:06:45,23:06:45,2015,02,20,2015-02-20 23:06:45.772000,20
0,0,North to Silver Spring Station,0,70,6933188,6390,1003419,38.937077,-77.024302,38.932877,-77.023705,2015-02-20 23:06:46,23:06:46,2015,02,20,2015-02-20 23:06:46.714000,21
1,0,North to Silver Spring Station,0,70,6933204,2137,1003419,38.937077,-77.024302,38.936253,-77.024223,2015-02-20 23:06:46,23:06:46,2015,02,20,2015-02-20 23:06:46.714000,22
2,0,North to Silver Spring Station,3,70,6933189,6436,1003419,38.937077,-77.024302,38.927094,-77.022942,2015-02-20 23:06:46,23:06:46,2015,02,20,2015-02-20 23:06:46.714000,23
3,0,North to Silver Spring Station,19,70,6933191,6377,1003419,38.937077,-77.024302,38.894268,-77.021873,2015-02-20 23:06:46,23:06:46,2015,02,20,2015-02-20 23:06:46.714000,24
4,0,North to Silver Spring Station,20,70,6933190,7215,1003419,38.937077,-77.024302,38.8936,-77.023827,2015-02-20 23:06:46,23:06:46,2015,02,20,2015-02-20 23:06:46.714000,25
0,0,North to Silver Spring Station,4,70,6933204,2137,1003613,38.94859,-77.026861,38.936253,-77.024223,2015-02-20 23:06:48,23:06:48,2015,02,20,2015-02-20 23:06:48.056000,26
1,0,North to Silver Spring Station,5,70,6933188,6390,1003613,38.94859,-77.026861,38.932877,-77.023705,2015-02-20 23:06:48,23:06:48,2015,02,20,2015-02-20 23:06:48.056000,27
2,0,North to Silver Spring Station,7,70,6933189,6436,1003613,38.94859,-77.026861,38.927094,-77.022942,2015-02-20 23:06:48,23:06:48,2015,02,20,2015-02-20 23:06:48.056000,28
3,0,North to Silver Spring Station,23,70,6933191,6377,1003613,38.94859,-77.026861,38.894268,-77.021873,2015-02-20 23:06:48,23:06:48,2015,02,20,2015-02-20 23:06:48.056000,29
4,0,North to Silver Spring Station,24,70,6933190,7215,1003613,38.94859,-77.026861,38.8936,-77.023827,2015-02-20 23:06:48,23:06:48,2015,02,20,2015-02-20 23:06:48.056000,30
0,0,North to Silver Spring Station,7,70,6933204,2137,1002599,38.956048,-77.027892,38.936253,-77.024223,2015-02-20 23:06:48,23:06:48,2015,02,20,2015-02-20 23:06:48.838000,31
1,0,North to Silver Spring Station,8,70,6933188,6390,1002599,38.956048,-77.027892,38.932877,-77.023705,2015-02-20 23:06:48,23:06:48,2015,02,20,2015-02-20 23:06:48.838000,32
2,0,North to Silver Spring Station,10,70,6933189,6436,1002599,38.956048,-77.027892,38.927094,-77.022942,2015-02-20 23:06:48,23:06:48,2015,02,20,2015-02-20 23:06:48.838000,33
3,0,North to Silver Spring Station,26,70,6933191,6377,1002599,38.956048,-77.027892,38.894268,-77.021873,2015-02-20 23:06:48,23:06:48,2015,02,20,2015-02-20 23:06:48.838000,34
4,0,North to Silver Spring Station,27,70,6933190,7215,1002599,38.956048,-77.027892,38.8936,-77.023827,2015-02-20 23:06:48,23:06:48,2015,02,20,2015-02-20 23:06:48.838000,35
0,0,North to Silver Spring Station,11,70,6933204,2137,1002762,38.967176,-77.027401,38.936253,-77.024223,2015-02-20 23:06:49,23:06:49,2015,02,20,2015-02-20 23:06:49.814000,36
1,0,North to Silver Spring Station,12,70,6933188,6390,1002762,38.967176,-77.027401,38.932877,-77.023705,2015-02-20 23:06:49,23:06:49,2015,02,20,2015-02-20 23:06:49.814000,37
2,0,North to Silver Spring Station,14,70,6933189,6436,1002762,38.967176,-77.027401,38.927094,-77.022942,2015-02-20 23:06:49,23:06:49,2015,02,20,2015-02-20 23:06:49.814000,38
